id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,brnagain,call,cdnum,cruzwin,cruzwin2,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,forcands,geocode,gopconv1,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,kasichwi,kasich_1,muslimba,outsider,over45,over65,parprs16,party,partybyr,partyid,partysex,partyuni,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trade16,trumpvot,trumpwin,trumpw_1,unfairre,version,votenovc,votenovk,votenovt,wallst16,weight,whnclinc,whtevang
578421,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete, , ,Call 1,16,Optimistic,Excited or optimistic,Very worried,Worried, , , , ,Omit,4, , , , , , , , , , , ,Immigration,Scared,Concerned or scared, ,Omit,18-44,18-64,Ted Cruz,Independent/Something else,White Independent,Independent,Independent Men,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,80,Can win in November,White,White,State questionnaire,White,White,East,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll, , , , ,Takes away U.S. jobs,Not Donald Trump,Optimistic,Excited or optimistic,John Kasich,Version 2, , , ,Hurt the U.S. economy,.646311461925507, ,All others
578436,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No, ,Call 1,16, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,4,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending, , ,Oppose, ,18-44,18-64,Ted Cruz,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Very conservative,80,Can win in November,White,White,State questionnaire,White,White,East,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that, ,Not Donald Trump, , , ,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him, ,.672401130199432,No, 
578448,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 1,16,Optimistic,Excited or optimistic,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,Against his opponents,4, , , , , , , , , , , ,Terrorism,Optimistic,Excited or optimistic, ,Be from outside the political establishment,18-44,18-64,Ted Cruz,Republican,All Republicans,Republican,Republican Women,Divided the Republican Party,Conservative,Conservative,Very conservative,80,Can win in November,White,White,State questionnaire,White,White,East,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll, , , , ,Takes away U.S. jobs,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2, , , ,Omit,.633529961109161, ,White Born-again/Evangelical Christians
578461,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 1,16,Excited,Excited or optimistic,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,4, , , , , , , , , , , ,Government spending,Concerned,Concerned or scared, ,Be from outside the political establishment,18-44,18-64,Ted Cruz,Republican,All Republicans,Republican,Republican Men,Energized the Republican Party,Conservative,Conservative,Very conservative,80,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll, , , , ,Has no effect on U.S. jobs,Not Donald Trump,Optimistic,Excited or optimistic,John Kasich,Version 2, , , ,Help the U.S. economy,.646311461925507, ,White Born-again/Evangelical Christians
578473,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 1,16,Optimistic,Excited or optimistic,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,4, , , , , , , , , , , ,Government spending,Optimistic,Excited or optimistic, ,Have experience in politics,18-44,18-64,Ted Cruz,Independent/Something else,White Independent,Independent,Independent Women,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,80,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll, , , , ,Creates more U.S. jobs,Not Donald Trump,Concerned,Concerned or scared,Donald Trump,Version 2, , , ,Help the U.S. economy,.633529961109161, ,White Born-again/Evangelical Christians
578487,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 1,16, , , , ,College graduate,College graduate,More than High school graduate,White college degree, ,4,Omit,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from, , , , , , , ,Omit, , ,Support, ,45+,18-64,Ted Cruz,Independent/Something else,White Independent,Independent,Independent Men, ,Conservative,Conservative,Very conservative,80,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that, ,Not Donald Trump, , , ,Version 1,Definitely vote for him,Not vote for him,Not vote for him, ,.672401130199432,No, 
578532,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No, ,Call 1,5, , , , ,High school or less,No college degree,High school graduate or less,White no college degree, ,4,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending, , ,Support, ,45+,18-64,Ted Cruz,Republican,All Republicans,Republican,Republican Women, ,Conservative,Conservative,Very conservative,102,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Rural,Small Cities/Rural,Pennsylvania,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,Not Donald Trump, , , ,Version 1,Definitely vote for him,Probably vote for him,Not vote for him, ,1.00351369380951,Yes, 
578554,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,No,Call 1,5,Optimistic,Excited or optimistic,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,4, , , , , , , , , , , ,Government spending,Optimistic,Excited or optimistic, ,Have experience in politics,45+,65+,Ted Cruz,Republican,All Republicans,Republican,Republican Women,Divided the Republican Party,Moderate/Liberal,Moderate,Moderate,102,Can win in November,White,White,State questionnaire,White,White,East,Female,White women,Rural,Small Cities/Rural,Pennsylvania,Election day exit poll, , , , ,Creates more U.S. jobs,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2, , , ,Hurt the U.S. economy,1.0212938785553, ,All others
578570,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes, ,Call 1,5, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,4,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending, , ,Support, ,45+,18-64,Ted Cruz,Independent/Something else,White Independent,Something else,Independent Men, ,Conservative,Conservative,Very conservative,102,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Rural,Small Cities/Rural,Pennsylvania,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,Not Donald Trump, , , ,Version 1,Definitely vote for him,Definitely vote for him,Definitely vote for him, ,1.08395683765411,No, 
578589,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,Yes,Call 1,5,Optimistic,Excited or optimistic,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,4, , , , , , , , , , , ,Government spending,Optimistic,Excited or optimistic, ,Have experience in politics,45+,18-64,Ted Cruz,Republican,All Republicans,Republican,Republican Women,Energized the Republican Party,Conservative,Conservative,Very conservative,102,Tells it like it is,White,White,State questionnaire,White,White,East,Female,White women,Rural,Small Cities/Rural,Pennsylvania,Election day exit poll, , , , ,Takes away U.S. jobs,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2, , , ,Help the U.S. economy,1.0212938785553, ,White Born-again/Evangelical Christians
