ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSDE08,SENDE08,GOVDE08,HSEDE08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,IRAQWAR,ISSUE08,NEC,NECWORRY,QLT08,RACEISS4,RELIGN8,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,WHITEREL,WHNCLINC,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4415218.0,Delaware,79.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.694184124469757,Barack Obama,,,Mike Castle,Female,Black,45-49,,,,,,,,,,Omit,Shares my values,,,Earlier in October,,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,,,,,,,,,,Omit,,,,,Black,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,"Cities 10,000-50,000",Small Cities/Rural,1.0,Kent/Sussex counties,East,Town,Rural,Rural,Downscale,19973.0
4413846.0,Delaware,79.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.29860460758209,John McCain,,Bill Lee,,Female,White,75 or over,Republican,Conservative,"$30,000-$49,999",High school graduate,No,Somewhat disapprove,Strongly approve,Energy policy,Not so good,Somewhat worried,Shares my values,Not a factor at all,Protestant,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,Yes,"Cities 10,000-50,000",Small Cities/Rural,1.0,Kent/Sussex counties,East,Town,Rural,Rural,Downscale,19973.0
4413949.0,Delaware,79.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.52255356311798,Barack Obama,Joe Biden,,Karen Hartley-Nagle,Female,White,65-74,Democrat,Moderate,"Under $15,000",High school graduate,,Strongly disapprove,Strongly disapprove,The economy,Poor,Very worried,Can bring about needed change,Omit,Protestant,Earlier in October,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Omit,Omit,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,Protestant/Other Christian,Yes,"Cities 10,000-50,000",Small Cities/Rural,1.0,Kent/Sussex counties,East,Town,Rural,Rural,Downscale,19973.0
4415728.0,Delaware,79.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.04686486721039,Barack Obama,Joe Biden,Jack Markell,Karen Hartley-Nagle,Female,Black,18-24,Democrat,Moderate,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Somewhat disapprove,The economy,Not so good,Somewhat worried,Can bring about needed change,The single most important factor,Something else,In the last three days,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,Important,Factor,Something else,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Non-white,No,"Cities 10,000-50,000",Small Cities/Rural,1.0,Kent/Sussex counties,East,Town,Rural,Rural,Downscale,19973.0
4415309.0,Delaware,79.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.1418080329895,Barack Obama,Joe Biden,Jack Markell,Karen Hartley-Nagle,Female,Black,50-59,Democrat,Moderate,"$15,000-$29,999",High school graduate,No,Strongly disapprove,Somewhat disapprove,The economy,Not so good,Somewhat worried,Can bring about needed change,One of several important factors,Other Christian,Before that,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Non-white,No,"Cities 10,000-50,000",Small Cities/Rural,1.0,Kent/Sussex counties,East,Town,Rural,Rural,Downscale,19973.0
4415078.0,Delaware,79.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.04686486721039,Barack Obama,Joe Biden,Jack Markell,Karen Hartley-Nagle,Female,Black,18-24,Democrat,Liberal,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Strongly disapprove,The economy,Not so good,Not too worried,Can bring about needed change,One of several important factors,Other Christian,Before that,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Disapprove,Not so good/Poor,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Non-white,No,"Cities 10,000-50,000",Small Cities/Rural,1.0,Kent/Sussex counties,East,Town,Rural,Rural,Downscale,19973.0
4414732.0,Delaware,79.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.59192848205566,Barack Obama,Joe Biden,Jack Markell,Karen Hartley-Nagle,Female,White,65-74,Democrat,Liberal,"$75,000-$99,999",High school graduate,,Strongly disapprove,Somewhat disapprove,The economy,Poor,Very worried,Can bring about needed change,Not a factor at all,Catholic,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,"Cities 10,000-50,000",Small Cities/Rural,1.0,Kent/Sussex counties,East,Town,Rural,Rural,Downscale,19973.0
4414610.0,Delaware,79.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03137540817261,Barack Obama,Joe Biden,Jack Markell,Karen Hartley-Nagle,Female,Other,25-29,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Strongly disapprove,Energy policy,Poor,Very worried,Cares about people like me,Not a factor at all,Other Christian,Before that,Disapprove,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,All other,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,All other,All others,Other,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Non-white,No,"Cities 10,000-50,000",Small Cities/Rural,1.0,Kent/Sussex counties,East,Town,Rural,Rural,Downscale,19973.0
4414289.0,Delaware,79.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.04686486721039,Barack Obama,Joe Biden,Jack Markell,Karen Hartley-Nagle,Female,Black,18-24,Democrat,Moderate,"$15,000-$29,999",High school graduate,No,Strongly disapprove,Strongly disapprove,The economy,Poor,Very worried,Can bring about needed change,Not a factor at all,None,Sometime in September,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,Not important,Not a factor,None,Sometime last week or earlier,Sometime in September,In the last month or before that,Non-white,No,"Cities 10,000-50,000",Small Cities/Rural,1.0,Kent/Sussex counties,East,Town,Rural,Rural,Downscale,19973.0
4414111.0,Delaware,79.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.1418080329895,Barack Obama,Joe Biden,Jack Markell,Karen Hartley-Nagle,Female,Black,45-49,Democrat,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,Strongly disapprove,The economy,Poor,Very worried,Shares my values,The single most important factor,Other Christian,Before that,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Non-white,No,"Cities 10,000-50,000",Small Cities/Rural,1.0,Kent/Sussex counties,East,Town,Rural,Rural,Downscale,19973.0
