ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,WGT,PRESUT04,SENUT04,GOVUT04,AMEND3UT,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,LATINO,TIMEPRES,FORCAND,BUSH4,IRAQAPP,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,BUSH,TIME3D,TIMEWK,IRAQ2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1539779.0,Utah,26.0,State,1.0,Call 3,0.656233370304108,Bush,2.0,Matheson,Yes,Female,White,25-29,Republican,Moderate,"$15,000-$29,999",Worse today,Mormon/LDS,No,Before that,For your candidate,Somewhat approve,Somewhat disapprove,White female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Salt Lake county,Suburbs,Suburbs,2.0,84124.0
1521113.0,Utah,11.0,National,1.0,Call 2,0.794947028160095,Kerry,1.0,Matheson,No,Male,Black,50-59,Democrat,Liberal,"$100,000-$149,999",About the same,Protestant,No,Before that,,Somewhat disapprove,Somewhat approve,Non-white male,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Black,East/Ogden area,Suburbs,Suburbs,1.0,84040.0
1495449.0,Utah,11.0,National,3.0,Call 1,0.969203352928162,Kerry,1.0,Matheson,No,Male,White,50-59,Democrat,Moderate,"$75,000-$99,999",,Mormon/LDS,No,,For your candidate,,,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,,,,,White,East/Ogden area,Suburbs,Suburbs,1.0,84040.0
1495447.0,Utah,26.0,State,1.0,Call 1,0.850674986839294,Kerry,1.0,Matheson,No,Male,White,75 or over,Democrat,Moderate,"$75,000-$99,999",About the same,Mormon/LDS,No,Before that,For your candidate,Somewhat disapprove,Strongly disapprove,White male,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Salt Lake county,Suburbs,Suburbs,2.0,84124.0
1540600.0,Utah,48.0,State,1.0,Call 3,0.96999329328537,Kerry,1.0,Matheson,Yes,Male,White,50-59,Democrat,Moderate,"$50,000-$74,999",About the same,Catholic,No,Before that,For your candidate,Strongly disapprove,Strongly approve,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,West/Provo area,Suburbs,Suburbs,2.0,84003.0
1518773.0,Utah,20.0,State,1.0,Call 2,1.03858923912048,Kerry,1.0,Matheson,No,Male,White,45-49,Independent,Moderate,"$15,000-$29,999",Worse today,Something else,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White male,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Salt Lake county,"City: 50,000 to 500,000","City over 50,000",1.0,84104.0
1495437.0,Utah,16.0,State,1.0,Call 1,0.754859089851379,Bush,2.0,Huntsman,Did not vote,Female,White,18-24,Republican,Conservative,"$30,000-$49,999",Better today,Mormon/LDS,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,West/Provo area,"City: 10,000 to 49,999",Small cities and Rural,2.0,84720.0
1539762.0,Utah,39.0,State,1.0,Call 3,1.11980724334717,Kerry,1.0,Matheson,No,Male,White,18-24,Independent,Moderate,"$15,000-$29,999",Worse today,None,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Salt Lake county,Suburbs,Suburbs,3.0,84065.0
1539759.0,Utah,52.0,State,1.0,Call 3,1.19790434837341,Bush,,,Yes,Male,White,18-24,Something Else,Conservative,"$30,000-$49,999",Better today,Mormon/LDS,No,During the last month,Against his opponent,Somewhat disapprove,Strongly disapprove,White male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,West/Provo area,"City: 50,000 to 500,000","City over 50,000",3.0,84097.0
1518761.0,Utah,36.0,State,1.0,Call 2,1.11749374866486,Bush,1.0,Matheson,No,Female,White,30-39,Something Else,Moderate,"$30,000-$49,999",Better today,None,No,Before that,Against his opponent,Somewhat approve,Somewhat approve,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Salt Lake county,Suburbs,Suburbs,3.0,84118.0
1539757.0,Utah,56.0,State,1.0,Call 3,0.659611940383911,Bush,2.0,Huntsman,Did not vote,Male,White,25-29,Republican,Moderate,"$30,000-$49,999",Better today,Mormon/LDS,No,Before that,Against his opponent,Somewhat approve,Somewhat approve,White male,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,West/Provo area,"City: 50,000 to 500,000","City over 50,000",2.0,84770.0
1495337.0,Utah,35.0,National,4.0,Call 1,0.801164507865906,Bush,2.0,Huntsman,Yes,Male,White,40-44,Republican,Conservative,"$75,000-$99,999",,,No,Before that,,,,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,Salt Lake county,Suburbs,Suburbs,3.0,84065.0
1493073.0,Utah,35.0,National,1.0,Call 1,0.798622190952301,Bush,2.0,Huntsman,Yes,Male,White,25-29,Republican,Moderate,"$50,000-$74,999",Better today,Mormon/LDS,No,Before that,,Somewhat approve,Strongly approve,White male,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Salt Lake county,Suburbs,Suburbs,3.0,84065.0
1493092.0,Utah,7.0,State,1.0,Call 1,1.23904740810394,Bush,2.0,Huntsman,Yes,Male,White,40-44,Republican,Conservative,"$200,000 or more",Better today,Protestant,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,30-44,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East/Ogden area,"City: 10,000 to 49,999",Small cities and Rural,2.0,84501.0
1490750.0,Utah,20.0,State,1.0,Call 1,1.03858923912048,Kerry,1.0,Matheson,No,Male,Hispanic/Latino,50-59,Democrat,Liberal,"$100,000-$149,999",Worse today,Catholic,Yes,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Non-white male,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Hispanic/Latino,Salt Lake county,"City: 50,000 to 500,000","City over 50,000",1.0,84104.0
1521075.0,Utah,9.0,National,3.0,Call 2,1.45316469669342,Bush,2.0,Matheson,Yes,Female,White,60-64,Republican,Conservative,"$30,000-$49,999",,Mormon/LDS,No,,For your candidate,,,White female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,,,,,White,East/Ogden area,Suburbs,Suburbs,1.0,84010.0
1539736.0,Utah,52.0,State,1.0,Call 3,1.11897301673889,Bush,2.0,Matheson,Yes,Female,White,18-24,Republican,Conservative,"Under $15,000",Better today,Mormon/LDS,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,West/Provo area,"City: 50,000 to 500,000","City over 50,000",3.0,84097.0
1539733.0,Utah,26.0,State,1.0,Call 3,0.536478579044342,Bush,1.0,Matheson,Yes,Female,White,40-44,Independent,Moderate,"$50,000-$74,999",About the same,Mormon/LDS,No,Before that,For your candidate,Strongly approve,Somewhat approve,White female,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Salt Lake county,Suburbs,Suburbs,2.0,84124.0
1493071.0,Utah,52.0,State,1.0,Call 1,0.877234280109406,Bush,2.0,Huntsman,No,Female,White,45-49,Independent,Moderate,"$75,000-$99,999",About the same,Protestant,No,Before that,Against his opponent,Strongly approve,Strongly approve,White female,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,West/Provo area,"City: 50,000 to 500,000","City over 50,000",3.0,84097.0
1540559.0,Utah,13.0,State,1.0,Call 3,0.578014731407166,Bush,1.0,Matheson,No,Female,White,25-29,Democrat,Moderate,"$30,000-$49,999",Better today,Catholic,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East/Ogden area,"City: 10,000 to 49,999",Small cities and Rural,1.0,84015.0
1539728.0,Utah,36.0,State,1.0,Call 3,0.990291476249695,Bush,2.0,Huntsman,Yes,Male,White,18-24,Republican,Moderate,"Under $15,000",About the same,Mormon/LDS,No,Before that,Omit,Strongly approve,Strongly approve,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Salt Lake county,Suburbs,Suburbs,3.0,84118.0
1518730.0,Utah,20.0,State,1.0,Call 2,0.978215456008911,Kerry,1.0,Matheson,Yes,Female,White,60-64,Democrat,Moderate,"$30,000-$49,999",Worse today,Mormon/LDS,No,Sometime last week,Against his opponent,Somewhat disapprove,Somewhat disapprove,White female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,Salt Lake county,"City: 50,000 to 500,000","City over 50,000",1.0,84104.0
1497731.0,Utah,11.0,National,1.0,Call 1,1.59771907329559,Bush,2.0,Huntsman,Yes,Male,White,50-59,Republican,Conservative,"$150,000-$199,999",Better today,Mormon/LDS,No,Before that,,Strongly approve,Strongly approve,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East/Ogden area,Suburbs,Suburbs,1.0,84040.0
1539722.0,Utah,52.0,State,1.0,Call 3,1.21774661540985,Bush,2.0,Huntsman,Yes,Female,White,18-24,Republican,Conservative,"$15,000-$29,999",About the same,Mormon/LDS,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,West/Provo area,"City: 50,000 to 500,000","City over 50,000",3.0,84097.0
1521051.0,Utah,35.0,National,3.0,Call 2,0.679790258407593,Kerry,1.0,Matheson,Yes,Male,White,25-29,Democrat,Conservative,"$15,000-$29,999",,None,No,,For your candidate,,,White male,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,,,,,White,Salt Lake county,Suburbs,Suburbs,3.0,84065.0
1539713.0,Utah,39.0,State,1.0,Call 3,1.01371836662292,Bush,2.0,Huntsman,Yes,Male,White,30-39,Republican,Conservative,"$100,000-$149,999",Better today,Mormon/LDS,No,Before that,For your candidate,Strongly approve,Somewhat approve,White male,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Salt Lake county,Suburbs,Suburbs,3.0,84065.0
1519364.0,Utah,52.0,State,1.0,Call 2,1.23170804977417,Bush,2.0,Huntsman,Yes,Male,White,50-59,Republican,Conservative,"$75,000-$99,999",Better today,Mormon/LDS,No,Before that,For your candidate,Somewhat approve,Strongly approve,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,West/Provo area,"City: 50,000 to 500,000","City over 50,000",3.0,84097.0
1493051.0,Utah,56.0,State,1.0,Call 1,1.07567608356476,Bush,2.0,Huntsman,Yes,Female,White,18-24,Republican,Conservative,"$15,000-$29,999",About the same,Mormon/LDS,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,West/Provo area,"City: 50,000 to 500,000","City over 50,000",2.0,84770.0
1497712.0,Utah,44.0,State,1.0,Call 1,1.06657290458679,Kerry,1.0,Matheson,Yes,Female,White,40-44,Independent,Liberal,"$50,000-$74,999",Worse today,Other Christian,No,During the last month,Against his opponent,Strongly disapprove,Strongly disapprove,White female,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,East/Ogden area,Rural,Small cities and Rural,1.0,84098.0
1490710.0,Utah,39.0,State,1.0,Call 1,1.08287990093231,Bush,1.0,Matheson,Yes,Female,White,60-64,Republican,Moderate,"$50,000-$74,999",About the same,Mormon/LDS,No,Before that,For your candidate,Somewhat approve,Somewhat disapprove,White female,60 or over,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Salt Lake county,Suburbs,Suburbs,3.0,84065.0
1539700.0,Utah,52.0,State,1.0,Call 3,0.843886375427246,Nader,9.0,Huntsman,No,Male,White,30-39,Independent,Moderate,"Under $15,000",About the same,Mormon/LDS,No,Just today,Against his opponent,Somewhat approve,Somewhat disapprove,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,West/Provo area,"City: 50,000 to 500,000","City over 50,000",3.0,84097.0
1518702.0,Utah,20.0,State,1.0,Call 2,0.69065797328949,Kerry,0.0,Matheson,Yes,Male,White,18-24,Republican,Moderate,"$100,000-$149,999",About the same,Mormon/LDS,No,In the last three days,For your candidate,Somewhat approve,Somewhat disapprove,White male,18-29,18-24,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,Salt Lake county,"City: 50,000 to 500,000","City over 50,000",1.0,84104.0
1540527.0,Utah,26.0,State,1.0,Call 3,0.682431638240814,Kerry,1.0,Matheson,No,Female,White,50-59,Democrat,Liberal,"$100,000-$149,999",Better today,None,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Salt Lake county,Suburbs,Suburbs,2.0,84124.0
1493036.0,Utah,9.0,National,3.0,Call 1,1.18071019649506,Bush,2.0,Huntsman,Yes,Female,White,45-49,Republican,Conservative,"$50,000-$74,999",,Mormon/LDS,No,,For your candidate,,,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,,,,,White,East/Ogden area,Suburbs,Suburbs,1.0,84010.0
1539693.0,Utah,36.0,State,1.0,Call 3,1.34276938438416,Kerry,1.0,Matheson,No,,Hispanic/Latino,65-74,Democrat,Moderate,"$15,000-$29,999",Worse today,Catholic,Yes,Before that,Against his opponent,Strongly disapprove,Somewhat disapprove,,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Hispanic/Latino,Salt Lake county,Suburbs,Suburbs,3.0,84118.0
1490698.0,Utah,9.0,National,1.0,Call 1,1.18132960796356,Bush,2.0,Matheson,Yes,Male,White,25-29,Republican,Moderate,"$200,000 or more",Better today,Mormon/LDS,No,During the last month,,Somewhat approve,Somewhat approve,White male,18-29,25-29,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East/Ogden area,Suburbs,Suburbs,1.0,84010.0
1495357.0,Utah,48.0,State,1.0,Call 1,0.743021488189697,Bush,2.0,Huntsman,No,Male,White,65-74,Republican,Conservative,"$30,000-$49,999",Better today,Mormon/LDS,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,West/Provo area,Suburbs,Suburbs,2.0,84003.0
1495354.0,Utah,29.0,State,1.0,Call 1,0.973964691162109,Bush,2.0,Huntsman,Yes,Male,White,30-39,Republican,Conservative,"$100,000-$149,999",Better today,Mormon/LDS,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Salt Lake county,Suburbs,Suburbs,2.0,84020.0
1493015.0,Utah,36.0,State,1.0,Call 1,1.05331575870514,Bush,2.0,Matheson,Yes,Female,White,30-39,Democrat,Moderate,"$15,000-$29,999",Worse today,Mormon/LDS,No,During the last month,Omit,Strongly approve,Somewhat approve,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Salt Lake county,Suburbs,Suburbs,3.0,84118.0
1518675.0,Utah,20.0,State,1.0,Call 2,1.03858923912048,Kerry,1.0,Matheson,No,Male,White,50-59,Independent,Moderate,"Under $15,000",Worse today,Something else,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White male,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Salt Lake county,"City: 50,000 to 500,000","City over 50,000",1.0,84104.0
