ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,PRESTN04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,BRNAGAIN,VETVOTER,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,BUSH,TIME3D,TIMEWK,IRAQ2,BUSHTERR,KERRTERR,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1464813.0,Tennessee,,State,1.0,,Complete,Phone survey,1.64987897872925,Kerry,Female,White,65-74,Democrat,Moderate,"$100,000-$149,999",Worse today,Other Christian,Yes,Yes,,For your candidate,Economy/Jobs,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White female,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,East,Rural,Small cities and Rural,,37323.0
1464814.0,Tennessee,,State,1.0,,Complete,Phone survey,2.7803795337677,Kerry,Male,Black,50-59,Independent,Moderate,"$75,000-$99,999",Worse today,Other Christian,Yes,Yes,,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Omit,Both of them,Non-white male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,Black,Nashville area,"City over 500,000","City over 50,000",,37206.0
1464815.0,Tennessee,,State,1.0,,Complete,Phone survey,1.99219763278961,Bush,Female,Other,25-29,Independent,Conservative,"$50,000-$74,999",Better today,Muslim,No,No,,For your candidate,Taxes,Is a strong leader,Somewhat approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Non-white female,18-29,25-29,18-64,Independent,"$50,000 or more","Under $100,000",Something else,All others,All others,All others,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Other,Nashville area,"City: 50,000 to 500,000","City over 50,000",,37130.0
1464816.0,Tennessee,,State,1.0,,Complete,Phone survey,2.7803795337677,Kerry,Male,White,75 or over,Democrat,Moderate,,About the same,Something else,No,No,,For your candidate,Iraq,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Omit,Omit,White male,60 or over,65 or over,65 or over,Democrat,,,Something else,White Something else,All others,All others,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Omit,Omit,White,Nashville area,"City: 50,000 to 500,000","City over 50,000",,37129.0
1464817.0,Tennessee,,State,1.0,,Complete,Phone survey,2.40591955184937,Kerry,Female,Hispanic/Latino,30-39,Democrat,Liberal,"$30,000-$49,999",Worse today,Something else,No,No,,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,All others,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Hispanic/Latino,Southwest,"City over 500,000","City over 50,000",,38103.0
1464818.0,Tennessee,,State,1.0,,Complete,Phone survey,1.64987897872925,Kerry,Female,White,75 or over,Democrat,Moderate,"Under $15,000",Worse today,Protestant,No,No,,For your candidate,Health care,Cares about people like me,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Both of them,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,White,East,Rural,Small cities and Rural,,37640.0
1464819.0,Tennessee,,State,1.0,,Complete,Phone survey,2.18874883651733,Bush,Male,White,40-44,Republican,Moderate,"$30,000-$49,999",About the same,Protestant,Yes,Yes,,Against his opponent,Moral values,Is honest and trustworthy,Somewhat approve,Somewhat disapprove,Less safe from terrorism,Only George W. Bush,White male,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,,,Somewhat/Strongly disapprove,Only Bush/Both,Only Bush/Neither,White,Middle/West,Rural,Small cities and Rural,,37185.0
1464820.0,Tennessee,,State,1.0,,Complete,Phone survey,1.64987897872925,Kerry,Female,Black,45-49,Democrat,Liberal,"$30,000-$49,999",Better today,Protestant,No,No,,For your candidate,Iraq,Has clear stands on the issues,Somewhat approve,Somewhat approve,Less safe from terrorism,Only John Kerry,Non-white female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Only Kerry/Neither,Only Kerry/Both,Black,East,Suburbs,Suburbs,,37803.0
1464821.0,Tennessee,,State,1.0,,Complete,Phone survey,1.97183418273926,Bush,Male,White,40-44,Independent,Moderate,"$200,000 or more",Better today,Protestant,Yes,Yes,,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only John Kerry,White male,30-44,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Only Kerry/Neither,Only Kerry/Both,White,East,"City: 10,000 to 49,999",Small cities and Rural,,37814.0
1464822.0,Tennessee,,State,1.0,,Complete,Phone survey,1.99219763278961,Bush,Male,White,40-44,Republican,Conservative,"$200,000 or more",Worse today,Protestant,Yes,No,,Against his opponent,Terrorism,Has strong religious faith,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,White male,30-44,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Nashville area,"City: 50,000 to 500,000","City over 50,000",,37129.0
1464823.0,Tennessee,,State,1.0,,Complete,Phone survey,1.97183418273926,Bush,Male,White,45-49,Republican,Conservative,"$100,000-$149,999",Better today,Protestant,No,No,,For your candidate,Iraq,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White male,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,East,Suburbs,Suburbs,,37803.0
1464824.0,Tennessee,,State,1.0,,Complete,Phone survey,1.97183418273926,Bush,Male,White,65-74,Republican,Moderate,"$50,000-$74,999",About the same,Catholic,No,No,,For your candidate,Iraq,Is a strong leader,Strongly approve,Strongly approve,Omit,Only George W. Bush,White male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,East,"City: 10,000 to 49,999",Small cities and Rural,,38555.0
1464825.0,Tennessee,,State,1.0,,Complete,Phone survey,2.05097770690918,Kerry,Female,White,50-59,Democrat,Moderate,"$30,000-$49,999",Worse today,Other Christian,Yes,No,,Against his opponent,Terrorism,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only George W. Bush,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Only Bush/Both,Only Bush/Neither,White,Middle/West,Rural,Small cities and Rural,,38562.0
1464826.0,Tennessee,,State,1.0,,Complete,Phone survey,2.40591955184937,Kerry,Male,Black,50-59,Democrat,Moderate,"$75,000-$99,999",Worse today,Protestant,Yes,Yes,,For your candidate,Iraq,Is a strong leader,Strongly approve,Strongly disapprove,Safer from terrorism,Only John Kerry,Non-white male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,,,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Black,Southwest,Suburbs,Suburbs,,38004.0
1464827.0,Tennessee,,State,1.0,,Complete,Phone survey,2.22868013381958,Other,Female,White,75 or over,Democrat,Moderate,,About the same,Protestant,No,No,,Omit,Iraq,Omit,Somewhat approve,Somewhat disapprove,Less safe from terrorism,Both of them,White female,60 or over,65 or over,65 or over,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,,,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,White,East,Rural,Small cities and Rural,,37323.0
1464828.0,Tennessee,,State,1.0,,Complete,Phone survey,2.05097770690918,Kerry,Female,White,45-49,Democrat,Moderate,"$15,000-$29,999",Worse today,Protestant,Yes,No,,For your candidate,Iraq,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Middle/West,"City: 10,000 to 49,999",Small cities and Rural,,38242.0
1464829.0,Tennessee,,State,1.0,,Complete,Phone survey,1.99219763278961,Bush,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,Yes,No,,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Nashville area,"City: 50,000 to 500,000","City over 50,000",,37042.0
1464830.0,Tennessee,,State,1.0,,Complete,Phone survey,1.97183418273926,Bush,Female,White,60-64,Republican,Moderate,"$15,000-$29,999",About the same,Protestant,Yes,No,,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,East,"City: 50,000 to 500,000","City over 50,000",,37604.0
1464831.0,Tennessee,,State,1.0,,Complete,Phone survey,1.97183418273926,Bush,Male,White,45-49,Independent,Conservative,"$75,000-$99,999",Better today,Other Christian,Yes,Yes,,For your candidate,Moral values,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White male,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,East,Suburbs,Suburbs,,37663.0
1464832.0,Tennessee,,State,1.0,,Complete,Phone survey,2.40591955184937,Kerry,Female,Black,40-44,Democrat,Liberal,"Under $15,000",Worse today,Catholic,Yes,No,,For your candidate,Health care,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Non-white female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Black,Southwest,Rural,Small cities and Rural,,38008.0
1464833.0,Tennessee,,State,1.0,,Complete,Phone survey,1.97183418273926,Bush,Male,White,50-59,Something Else,Conservative,"$100,000-$149,999",Better today,Other Christian,Yes,Yes,,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White male,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,East,Suburbs,Suburbs,,37938.0
1464834.0,Tennessee,,State,1.0,,Complete,Phone survey,1.58973157405853,Bush,Female,White,65-74,Republican,Moderate,"Under $15,000",Better today,Other Christian,Yes,No,,For your candidate,Health care,Is honest and trustworthy,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,East,Rural,Small cities and Rural,,37841.0
1464835.0,Tennessee,,State,1.0,,Complete,Phone survey,1.64987897872925,Kerry,Female,White,75 or over,Democrat,Moderate,"$30,000-$49,999",About the same,Other Christian,Yes,No,,For your candidate,Education,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Omit,Neither of them,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,White,East,Rural,Small cities and Rural,,37840.0
1464836.0,Tennessee,,State,1.0,,Complete,Phone survey,2.40591955184937,Kerry,Male,Black,45-49,Democrat,Moderate,"$50,000-$74,999",Worse today,Other Christian,Yes,No,,Against his opponent,Omit,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Non-white male,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Black,Southwest,Rural,Small cities and Rural,,38008.0
1464837.0,Tennessee,,State,1.0,,Complete,Phone survey,1.64987897872925,Kerry,Female,White,65-74,Democrat,Conservative,"Under $15,000",Worse today,Other Christian,Yes,No,,For your candidate,Health care,Will bring about needed change,Strongly approve,Strongly disapprove,Less safe from terrorism,Only John Kerry,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,,,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,East,Rural,Small cities and Rural,,37323.0
1464838.0,Tennessee,,State,1.0,,Complete,Phone survey,1.83353996276855,Bush,Female,White,75 or over,Republican,Conservative,"$75,000-$99,999",About the same,Other Christian,Yes,No,,Against his opponent,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Middle/West,"City: 10,000 to 49,999",Small cities and Rural,,38261.0
1464839.0,Tennessee,,State,1.0,,Complete,Phone survey,1.99219763278961,Bush,Female,White,30-39,Something Else,Moderate,"$100,000-$149,999",About the same,Other Christian,Yes,No,,For your candidate,Terrorism,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Nashville area,"City: 50,000 to 500,000","City over 50,000",,37130.0
1464840.0,Tennessee,,State,1.0,,Complete,Phone survey,1.97183418273926,Bush,Female,White,75 or over,Independent,Conservative,"$30,000-$49,999",About the same,Other Christian,Yes,No,,Against his opponent,Terrorism,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,East,"City: 50,000 to 500,000","City over 50,000",,37918.0
1464841.0,Tennessee,,State,1.0,,Complete,Phone survey,1.97183418273926,Bush,Female,White,30-39,Republican,Moderate,"$75,000-$99,999",Better today,Other Christian,Yes,No,,For your candidate,Iraq,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,White,East,Suburbs,Suburbs,,37938.0
1464842.0,Tennessee,,State,1.0,,Complete,Phone survey,2.7803795337677,Kerry,Male,White,45-49,Democrat,Moderate,"$100,000-$149,999",About the same,Catholic,No,No,,Omit,Taxes,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Both of them,White male,45-59,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,White,Nashville area,"City over 500,000","City over 50,000",,37206.0
1464843.0,Tennessee,,State,1.0,,Complete,Phone survey,1.64987897872925,Kerry,Female,White,50-59,Democrat,Liberal,"$75,000-$99,999",Worse today,Protestant,No,No,,Against his opponent,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,East,"City: 50,000 to 500,000","City over 50,000",,37923.0
1464844.0,Tennessee,,State,1.0,,Complete,Phone survey,2.18874883651733,Bush,Female,White,50-59,Something Else,Moderate,"$75,000-$99,999",About the same,Other Christian,Yes,No,,For your candidate,Taxes,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Middle/West,Rural,Small cities and Rural,,37335.0
1464845.0,Tennessee,,State,1.0,,Complete,Phone survey,1.99219763278961,Bush,Male,White,30-39,Republican,Conservative,"$30,000-$49,999",Better today,Other Christian,Yes,No,,For your candidate,Taxes,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Nashville area,Suburbs,Suburbs,,37087.0
1464846.0,Tennessee,,State,1.0,,Complete,Phone survey,2.40591955184937,Kerry,Female,White,50-59,Independent,Liberal,"$30,000-$49,999",Worse today,Protestant,No,No,,Against his opponent,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,White,Southwest,"City: 10,000 to 49,999",Small cities and Rural,,38012.0
1464847.0,Tennessee,,State,1.0,,Complete,Phone survey,1.99219763278961,Bush,Female,White,50-59,Republican,Conservative,"$75,000-$99,999",Better today,Catholic,No,No,,For your candidate,Terrorism,Is honest and trustworthy,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Nashville area,Suburbs,Suburbs,,37064.0
1464848.0,Tennessee,,State,1.0,,Complete,Phone survey,1.97183418273926,Bush,Female,White,40-44,Something Else,Liberal,"$15,000-$29,999",About the same,Other Christian,No,No,,Against his opponent,Moral values,Is a strong leader,Strongly approve,Strongly approve,Less safe from terrorism,Only George W. Bush,White female,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,East,Suburbs,Suburbs,,37803.0
1464849.0,Tennessee,,State,1.0,,Complete,Phone survey,1.97183418273926,Bush,Female,White,30-39,Something Else,Conservative,"$30,000-$49,999",About the same,Other Christian,Yes,No,,Omit,Health care,Is a strong leader,Somewhat approve,Strongly approve,Less safe from terrorism,Neither of them,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,White,East,Suburbs,Suburbs,,37659.0
1464850.0,Tennessee,,State,1.0,,Complete,Phone survey,1.99219763278961,Bush,Female,White,25-29,Republican,Moderate,"$15,000-$29,999",Better today,Other Christian,No,No,,Against his opponent,Terrorism,Has clear stands on the issues,Strongly approve,Strongly approve,Less safe from terrorism,Only George W. Bush,White female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Nashville area,"City: 50,000 to 500,000","City over 50,000",,37042.0
1464851.0,Tennessee,,State,1.0,,Complete,Phone survey,1.99219763278961,Bush,Female,White,30-39,Independent,Conservative,"$75,000-$99,999",Better today,Something else,Yes,No,,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Something else,White Something else,All others,White evangelicals,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Nashville area,"City over 500,000","City over 50,000",,37211.0
1464852.0,Tennessee,,State,1.0,,Complete,Phone survey,2.40591955184937,Kerry,Male,Black,25-29,Democrat,Moderate,"$50,000-$74,999",Better today,Other Christian,No,No,,Against his opponent,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Non-white male,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,Black,Southwest,"City over 500,000","City over 50,000",,38016.0
