ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,WGT,PRESID04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,BRNAGAIN,LATINO,TIMEPRES,FORCAND,BUSH4,IRAQAPP,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,BUSH,TIME3D,TIMEWK,IRAQ2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1540606.0,Idaho,14.0,State,1.0,Call 3,0.952321290969849,Bush,Male,Asian,18-24,Something Else,Moderate,"$30,000-$49,999",About the same,Catholic,No,No,In the last three days,Against his opponent,Somewhat approve,Strongly approve,Non-white male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Asian,Ada county,"City: 50,000 to 500,000","City over 50,000",1.0,83709.0
1490782.0,Idaho,21.0,State,1.0,Call 1,0.821492373943329,Bush,Male,White,18-24,Republican,Moderate,"$30,000-$49,999",Worse today,Mormon/LDS,No,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Southeast,"City: 10,000 to 49,999",Small cities and Rural,2.0,83221.0
1490828.0,Idaho,28.0,State,1.0,Call 1,0.88826060295105,Bush,Female,White,50-59,Republican,Conservative,"$200,000 or more",Better today,Protestant,No,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Southeast,"City: 50,000 to 500,000","City over 50,000",2.0,83402.0
1493109.0,Idaho,16.0,State,1.0,Call 1,1.12903094291687,Kerry,Male,White,50-59,Democrat,Liberal,"$50,000-$74,999",Worse today,Protestant,No,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Southeast,"City: 50,000 to 500,000","City over 50,000",2.0,83201.0
1540586.0,Idaho,52.0,State,1.0,Call 3,0.4827681183815,Bush,Male,White,30-39,Republican,Conservative,"$75,000-$99,999",Better today,Mormon/LDS,No,No,Before that,For your candidate,Strongly approve,Somewhat approve,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Southeast,Rural,Small cities and Rural,2.0,83252.0
1521090.0,Idaho,40.0,State,1.0,Call 2,0.812363684177399,Bush,Female,White,45-49,Independent,Conservative,,About the same,Other Christian,No,No,Before that,Against his opponent,Strongly approve,Strongly disapprove,White female,45-59,40-49,18-64,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Panhandle,Rural,Small cities and Rural,1.0,83530.0
1520215.0,Idaho,31.0,State,1.0,Call 2,1.11449182033539,Bush,Female,White,40-44,Independent,Moderate,"$100,000-$149,999",Better today,Catholic,No,No,During the last month,Against his opponent,Somewhat approve,Somewhat approve,White female,30-44,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Southwest,"City: 50,000 to 500,000","City over 50,000",1.0,83651.0
1521082.0,Idaho,31.0,State,1.0,Call 2,1.11105263233185,Bush,Female,Hispanic/Latino,25-29,Republican,Moderate,"$15,000-$29,999",About the same,Other Christian,No,Yes,During the last month,For your candidate,Somewhat approve,Somewhat approve,Non-white female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Hispanic/Latino,Southwest,"City: 50,000 to 500,000","City over 50,000",1.0,83651.0
1490742.0,Idaho,45.0,State,1.0,Call 1,1.28808164596558,Bush,Male,White,40-44,Republican,Conservative,"Under $15,000",Worse today,Protestant,No,No,Before that,Against his opponent,Strongly approve,Strongly approve,White male,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Panhandle,Rural,Small cities and Rural,1.0,83854.0
1521065.0,Idaho,52.0,State,1.0,Call 2,0.584571301937103,Bush,Male,White,65-74,Republican,Conservative,"$30,000-$49,999",Better today,Mormon/LDS,,,Before that,For your candidate,Strongly approve,Strongly approve,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Southeast,Rural,Small cities and Rural,2.0,83252.0
1490725.0,Idaho,28.0,State,1.0,Call 1,0.88826060295105,Bush,Female,White,30-39,Republican,Moderate,"$30,000-$49,999",Better today,Mormon/LDS,No,No,Before that,For your candidate,Somewhat approve,Strongly approve,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Southeast,"City: 50,000 to 500,000","City over 50,000",2.0,83402.0
1490722.0,Idaho,52.0,State,1.0,Call 1,0.613899648189545,Kerry,Female,White,60-64,Something Else,Conservative,"$30,000-$49,999",Worse today,Mormon/LDS,No,No,Before that,Against his opponent,Somewhat disapprove,Somewhat approve,White female,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Southeast,Rural,Small cities and Rural,2.0,83252.0
1490816.0,Idaho,45.0,State,1.0,Call 1,1.10120415687561,Bush,Female,White,30-39,Republican,Conservative,"$50,000-$74,999",Better today,Catholic,No,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Panhandle,Rural,Small cities and Rural,1.0,83854.0
1521038.0,Idaho,40.0,State,1.0,Call 2,0.812363684177399,Bush,Female,White,45-49,Republican,Moderate,"$15,000-$29,999",Better today,Protestant,Yes,No,Before that,Omit,Strongly approve,Strongly approve,White female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Panhandle,Rural,Small cities and Rural,1.0,83530.0
1521037.0,Idaho,37.0,State,1.0,Call 2,1.54064679145813,Bush,Male,Other,50-59,Republican,Conservative,"$50,000-$74,999",About the same,Catholic,Yes,No,Before that,For your candidate,Strongly approve,Strongly approve,Non-white male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Other,Southwest,"City: 10,000 to 49,999",Small cities and Rural,2.0,83647.0
1495366.0,Idaho,43.0,National,2.0,Call 1,1.1590714454650901,Bush,Female,White,50-59,Republican,Conservative,"$30,000-$49,999",Better today,Other Christian,Yes,No,Before that,,Strongly approve,Strongly approve,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Southwest,Rural,Small cities and Rural,2.0,83338.0
1520160.0,Idaho,21.0,State,1.0,Call 2,1.04786312580109,Kerry,Female,White,75 or over,Independent,Moderate,"$50,000-$74,999",About the same,Mormon/LDS,No,No,Before that,For your candidate,Somewhat disapprove,Somewhat disapprove,White female,60 or over,65 or over,65 or over,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Southeast,"City: 10,000 to 49,999",Small cities and Rural,2.0,83221.0
1493029.0,Idaho,3.0,State,1.0,Call 1,1.15671050548553,Bush,Male,White,65-74,Republican,Conservative,"Under $15,000",About the same,None,No,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",None,White None,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Ada county,Suburbs,Suburbs,2.0,83714.0
1490695.0,Idaho,21.0,State,1.0,Call 1,0.824035227298737,Bush,Male,White,45-49,Independent,Moderate,"$75,000-$99,999",Better today,Protestant,No,No,Before that,For your candidate,Somewhat approve,Somewhat disapprove,White male,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Southeast,"City: 10,000 to 49,999",Small cities and Rural,2.0,83221.0
