ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSNJ16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,CHRISTIEAPP2,DESCRIBP12,FAVHCLIN16,FAVTRUMP,CLINHONEST,TRUMPHONEST,ISSUE16,LIFE,MARRIED,QLT16,TERRWORR,TIME16,UNIONHH12,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,FAVPRES16,HONEST16,PTYIDEO,PTYIDEO7,TERWORR2,TIME16MONTH,TIME16WEEK,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
189151.0,New Jersey,3.0,Call 2,Complete,Election day exit poll,1.16410231590271,Did not vote,Female,Hispanic/Latino,40-44,Something else,Liberal,"$30,000-$49,999",Some college/assoc. degree,Yes,Disapprove,I like my candidate but with reservations,Favorable,Favorable,Yes,Yes,The economy,Worse than life today,No,Can bring needed change,Somewhat worried,In the last few days,No,Latino women,Non married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,Both,Both,Moderate/Liberal Republicans,Liberal Independents,Very or somewhat worried,In the last month,In the last week,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,5.0,8205.0
188448.0,New Jersey,82.0,Call 2,Complete,Election day exit poll,0.889451563358307,Did not vote,Male,White,65 or over,Republican,Conservative,"$50,000-$99,999",Postgraduate study,No,Disapprove,Omit,Unfavorable,Unfavorable,No,No,Immigration,Worse than life today,Yes,Omit,Not at all worried,Omit,,White men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,No,Neither,Neither,Independent/Something else,Conservative Republicans,Not too or not at all worried,Omit,Omit,State questionnaire,Suburbs,Suburbs,11.0,East,Version 1,3.0,7932.0
214595.0,New Jersey,83.0,Call 3,Complete,Election day exit poll,0.740095674991608,Hillary Clinton,Female,White,65 or over,Independent,Moderate,,Some college/assoc. degree,No,,,,,,,,,,,,,No,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,,,Moderate/Liberal Republicans,Moderate Independents,,,,National questionnaire,Suburbs,Suburbs,11.0,East,Version 4,3.0,7960.0
214592.0,New Jersey,58.0,Call 3,Complete,Election day exit poll,0.77518105506897,Hillary Clinton,Female,White,45-49,Independent,Moderate,"$250,000 or more",College graduate,No,Disapprove,I dislike the other candidates,Unfavorable,Unfavorable,No,No,Foreign policy,Worse than life today,Yes,Has the right experience,Somewhat worried,Before that,No,White women,Married women,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,No,Neither,Neither,Moderate/Liberal Republicans,Moderate Independents,Very or somewhat worried,Before that,Before that,State questionnaire,Suburbs,Suburbs,12.0,East,Version 1,4.0,8540.0
190286.0,New Jersey,3.0,Call 2,Complete,Election day exit poll,0.882387399673462,Hillary Clinton,Female,Hispanic/Latino,50-59,Democrat,Conservative,"$50,000-$99,999",Some college/assoc. degree,Yes,Approve,Omit,Omit,Unfavorable,Yes,No,Immigration,Better than life today,Yes,Has the right experience,Very worried,In the last week,Yes,Latino women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,,Other,Non-white,Hispanic/Latino,Other,No,Omit,Only Hillary Clinton,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Very or somewhat worried,In the last month,In the last week,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,5.0,8205.0
218627.0,New Jersey,52.0,Call 3,Complete,Election day exit poll,1.56742167472839,Hillary Clinton,Female,Hispanic/Latino,18-24,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,Yes,Disapprove,I like my candidate but with reservations,Favorable,Unfavorable,No,No,Terrorism,About the same,No,Has the right experience,Somewhat worried,In the last week,Yes,Latino women,Non married women,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,Only Hillary Clinton,Neither,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Very or somewhat worried,In the last month,In the last week,State questionnaire,Suburbs,Suburbs,8.0,East,Version 1,1.0,7087.0
188391.0,New Jersey,58.0,Call 2,Complete,Election day exit poll,0.718400657176971,Hillary Clinton,Female,White,18-24,Independent,Moderate,"$50,000-$99,999",College graduate,No,Disapprove,I strongly favor my candidate,Favorable,Unfavorable,No,No,The economy,About the same,No,Has the right experience,Very worried,Before that,No,White women,Non married women,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,No,Only Hillary Clinton,Neither,Moderate/Liberal Republicans,Moderate Independents,Very or somewhat worried,Before that,Before that,State questionnaire,Suburbs,Suburbs,12.0,East,Version 1,4.0,8540.0
217997.0,New Jersey,36.0,Call 3,Complete,Election day exit poll,0.98135644197464,Hillary Clinton,Male,Hispanic/Latino,30-39,Democrat,Moderate,"$50,000-$99,999",Some college/assoc. degree,Yes,,,Favorable,Unfavorable,,,Immigration,,Yes,Has the right experience,,In October,,Latino men,Married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,Only Hillary Clinton,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,In the last month,Before that,National questionnaire,Suburbs,Suburbs,10.0,East,Version 1,1.0,7111.0
190276.0,New Jersey,98.0,Call 2,Complete,Election day exit poll,0.653482854366302,Hillary Clinton,Female,White,65 or over,Democrat,Liberal,"$50,000-$99,999",Some college/assoc. degree,No,Disapprove,I strongly favor my candidate,Favorable,Unfavorable,Yes,No,Terrorism,Better than life today,Yes,Omit,Somewhat worried,Before that,No,White women,Married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,No,Only Hillary Clinton,Only Hillary Clinton,Liberal Democrats,Liberal Democrats,Very or somewhat worried,Before that,Before that,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,5.0,8070.0
190271.0,New Jersey,38.0,Call 2,Complete,Election day exit poll,0.809311807155609,Hillary Clinton,Female,Black,30-39,Republican,Moderate,,College graduate,No,,,,,,,,,,,,,Yes,Black women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Republican,Black non-Democrat,All Republicans,Republican women,All others,Black,Black,Non-white,Black,Other,,,,Conservative Republicans,Mod./Liberal Republicans,,,,National questionnaire,Suburbs,Suburbs,10.0,East,Version 4,1.0,7042.0
218611.0,New Jersey,7.0,Call 3,Complete,Election day exit poll,0.727194547653198,Hillary Clinton,Female,White,25-29,Democrat,Moderate,"$50,000-$99,999",Postgraduate study,No,Disapprove,I like my candidate but with reservations,Favorable,Favorable,No,No,Omit,About the same,No,Has the right experience,Somewhat worried,In the last few days,No,White women,Non married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,No,Both,Neither,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Very or somewhat worried,In the last month,In the last week,State questionnaire,Suburbs,Suburbs,9.0,East,Version 1,2.0,7026.0
214557.0,New Jersey,99.0,Call 3,Complete,Election day exit poll,1.02660310268402,Hillary Clinton,Female,White,50-59,Republican,Moderate,"$100,000-$199,999",College graduate,No,Disapprove,I strongly favor my candidate,Favorable,Unfavorable,Yes,Yes,The economy,About the same,Yes,Has good judgment,Not too worried,Before that,No,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,No,Only Hillary Clinton,Both,Conservative Republicans,Mod./Liberal Republicans,Not too or not at all worried,Before that,Before that,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,5.0,8098.0
194306.0,New Jersey,90.0,Call 2,Complete,Election day exit poll,0.929750442504883,Hillary Clinton,Female,White,65 or over,Independent,Liberal,,Postgraduate study,No,,,,,,,,,,,,,Yes,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,,,Moderate/Liberal Republicans,Liberal Independents,,,,National questionnaire,Suburbs,Suburbs,3.0,East,Version 4,5.0,8758.0
218585.0,New Jersey,98.0,Call 3,Complete,Election day exit poll,0.613892257213593,Hillary Clinton,Female,Other,18-24,Something else,Moderate,"$30,000-$49,999",College graduate,No,Disapprove,I like my candidate but with reservations,Unfavorable,Unfavorable,No,No,The economy,Worse than life today,No,Can bring needed change,Very worried,In the last few days,No,All other races,Non married women,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Independent/Something else,Non-black non-Democrat,All Other,Independent women,All others,Other,Other,Non-white,Other,Other,No,Neither,Neither,Moderate/Liberal Republicans,Moderate Independents,Very or somewhat worried,In the last month,In the last week,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,5.0,8070.0
216806.0,New Jersey,18.0,Call 3,Complete,Election day exit poll,0.912399590015411,Hillary Clinton,Male,White,25-29,Something else,Moderate,,College graduate,No,,,,,,,,,,,,,Yes,White men,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,,,Moderate/Liberal Republicans,Moderate Independents,,,,National questionnaire,Suburbs,Suburbs,3.0,East,Version 4,5.0,8010.0
