ID,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKDEM,BREAKDM2,CALL,CDNUM,CHIEFDLA,COLLEDUC,DPRS08,EDUC,FTEVER,FTPRIM,FTVOTEP,GEOCODE,GETAHEAD,HSEDUC,INC100K,INC50K,INCOME07,ISSIA08D,LATINO,MARRIED,MDDPRS08,NEC,NEC2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,READYBLACK,READYBL2,READYWOMAN,READYWM2,REGION,REL5,RELIGN8,RELWHITE,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWED,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,UNFAIRSC,UNFRCLIN,UNFROBAM,UNION4,UNIONHH,UNIONMEM,UNIONVOT,UNITELA,VERSION,WHITEREL,WOMENWED,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1161797.0,A few times a year,A few times a month/A few times a year,All others,Complete,3.0,2.0,Call 1,6.0,2.0,2.0,0.0,Postgraduate study,2.0,2.0,1.0,4.0,1.0,2.0,100k or more,50k or more,"$150,000-$199,999",1.0,No,Yes,0.0,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,46.0,9.0,White,State questionnaire,White,2.0,1.0,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,1.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs, Maryland,Election day exit poll,9.0,9.0,9.0,9.0,9.0,Omit,"Yes, I do",Yes,I am,Yes,2.0,Version 1,Protestant/Other Christian,2.0,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,21771.0,0.917903661727905
1162899.0,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,Call 2,5.0,2.0,1.0,0.0,Some college or associate degree,2.0,2.0,1.0,4.0,3.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,No,No,0.0,Not so good,Not so good/Poor,Democrat,Black Democrat,Black Democrats,Democrat,Moderate,3.0,52.0,1.0,Black,State questionnaire,Black,1.0,1.0,1.0,1.0,East,Catholic,Catholic,9.0,1.0,3.0,1.0,Female,Black female,Black women,Non white female,Non-married women,Non white,Suburbs,Suburbs, Maryland,Election day exit poll,9.0,9.0,9.0,3.0,1.0,Barack Obama did,No one does,No,No,No,2.0,Version 1,Non-white,2.0,2.0,2.0,4.0,4.0,6.0,17-64,Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,20646.0,0.930030167102814
1162865.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,Call 2,6.0,1.0,1.0,0.0,High school graduate,2.0,2.0,1.0,4.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,No,Yes,0.0,Poor,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,46.0,3.0,White,State questionnaire,White,2.0,1.0,2.0,1.0,East,Catholic,Catholic,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs, Maryland,Election day exit poll,2.0,4.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,2.0,Version 1,Catholic,1.0,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,21771.0,0.997507154941559
1164159.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,4.0,2.0,Call 3,4.0,1.0,2.0,2.0,Postgraduate study,2.0,2.0,1.0,3.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",1.0,No,Yes,1.0,Not so good,Not so good/Poor,Democrat,Non black Democrat,All other,Democrat,Liberal,2.0,80.0,3.0,Asian,State questionnaire,Asian,3.0,2.0,1.0,1.0,East,Catholic,Catholic,9.0,1.0,1.0,2.0,Female,Non black female,All other races,Non white female,Married women,Non white,Suburbs,Suburbs, Maryland,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Non-white,1.0,3.0,3.0,5.0,6.0,13.0,17-64,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,20871.0,1.46230363845825
1161792.0,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,Call 1,6.0,1.0,1.0,2.0,Some college or associate degree,2.0,2.0,1.0,4.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,No,Yes,1.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Liberal,2.0,49.0,1.0,White,State questionnaire,White,2.0,1.0,2.0,1.0,East,Catholic,Catholic,2.0,1.0,1.0,2.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs, Maryland,Election day exit poll,2.0,5.0,2.0,2.0,2.0,Barack Obama did,"Yes, I do",Yes,I am,Yes,1.0,Version 1,Catholic,2.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,21048.0,0.644640624523163
1164122.0,Once a week,More than once a week/Once a week,All others,Complete,2.0,1.0,Call 3,5.0,1.0,2.0,2.0,Postgraduate study,2.0,2.0,1.0,3.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",1.0,No,Yes,1.0,Poor,Not so good/Poor,Democrat,Black Democrat,Black Democrats,Democrat,Liberal,2.0,97.0,3.0,Black,State questionnaire,Black,2.0,1.0,2.0,1.0,East,Protestant/Other Non-Catholic Christian,Other Christian,9.0,1.0,3.0,1.0,Male,Black male,Black men,Non white male,Married men,Non white,Suburbs,Suburbs, Maryland,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,"Yes, I do and someone else does",Yes,I am,Yes,1.0,Version 1,Non-white,2.0,2.0,2.0,3.0,3.0,6.0,17-64,Suburb,70s Suburbs,Urban Perimeter,Upscale,20744.0,1.07708668708801
1161782.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,Call 1,3.0,1.0,2.0,2.0,Postgraduate study,2.0,2.0,1.0,2.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",2.0,No,Yes,1.0,Good,Excellent/Good,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,64.0,3.0,White,State questionnaire,White,2.0,1.0,2.0,1.0,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs, Maryland,Election day exit poll,2.0,3.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,2.0,Version 1,Protestant/Other Christian,1.0,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,21075.0,0.953815162181854
1161780.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,9.0,9.0,Call 1,5.0,1.0,1.0,2.0,Some college or associate degree,2.0,2.0,1.0,4.0,3.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",3.0,No,No,1.0,Poor,Not so good/Poor,Democrat,Black Democrat,Black Democrats,Democrat,Liberal,1.0,52.0,3.0,Black,State questionnaire,Black,3.0,2.0,1.0,1.0,East,Catholic,Catholic,9.0,1.0,1.0,2.0,Female,Black female,Black women,Non white female,Non-married women,Non white,Suburbs,Suburbs, Maryland,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Non-white,2.0,4.0,4.0,6.0,8.0,8.0,65+,Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,20646.0,0.834832906723022
1161776.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,1.0,Call 1,1.0,1.0,2.0,2.0,Postgraduate study,2.0,2.0,1.0,2.0,1.0,2.0,100k or more,50k or more,"$200,000 or more",2.0,No,Yes,1.0,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,14.0,3.0,White,State questionnaire,White,1.0,1.0,1.0,1.0,East,Catholic,Catholic,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs, Maryland,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,2.0,Version 1,Catholic,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,21012.0,1.04007375240326
1164106.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,Call 3,5.0,1.0,2.0,2.0,Postgraduate study,2.0,2.0,1.0,3.0,1.0,2.0,100k or more,50k or more,"$150,000-$199,999",1.0,No,Yes,1.0,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,97.0,3.0,White,State questionnaire,White,2.0,1.0,2.0,1.0,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs, Maryland,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,70s Suburbs,Urban Perimeter,Upscale,20744.0,1.2871013879776
1161768.0,Once a week,More than once a week/Once a week,All others,Complete,3.0,2.0,Call 1,1.0,1.0,1.0,2.0,Some college or associate degree,2.0,2.0,1.0,4.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,No,Yes,1.0,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,110.0,1.0,White,State questionnaire,White,2.0,1.0,2.0,1.0,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Rural,Small Cities/Rural, Maryland,Election day exit poll,2.0,4.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,2.0,Version 1,Protestant/Other Christian,1.0,3.0,3.0,4.0,5.0,3.0,17-64,Low Density Rural,Rural,Rural,Downscale,21625.0,0.595511019229889
