ID,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKDEM,BREAKDEM2,CALL,CDNUM,CHIEFDST,COLLEDUC,DPRS08,DPRS08ST,EDUC,FAVBILL,FAVBILL2,GENDISS,GENDISS2,GEOCODE,GETAHEAD,HSEDUC,INC100K,INC50K,INCOME07,ISSIA08D,LATINO,MARRIED,NEC,NEC2,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,REGION,REL5,RELIGN8,RELWHITE,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWED,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIME3DAB,TIMEPR,TIMEPRAB,TIMEWK,TIMEWKAB,TNDPRS08,UNFAIRSC,UNFRCLIN,UNFROBAM,UNION4,UNIONHH,UNIONMEM,UNIONVOT,UNITEST,VERSION,WHITEREL,WOMENWED,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1118728.0,60+,60+,50-64,60-64,Non black 60+,White 60+,,,,Not complete,9.0,9.0,Call 2,4.0,,,2.0,1.0,,,,,,3.0,,,,,,3.0,,,Poor,Not so good/Poor,18-64,,,,,,,87.0,1.0,White,State questionnaire,White,,,South,,,,,,,Male,Non black male,White men,White male,,White male,"Cities 10,000-50,000",Small Cities/Rural,Tennessee,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,1.0,9.0,9.0,Omit,,,,,,Version 1,,,3.0,4.0,5.0,7.0,4.0,17-64,Low Density Rural,Rural,Rural,Very downscale,37110.0,1.30116486549377
1118048.0,60+,60+,65+,65-74,Non black 60+,White 60+,,,,Not complete,1.0,1.0,Call 2,2.0,,,2.0,1.0,,,,,,4.0,,,,,,9.0,No,,Poor,Not so good/Poor,65+,,,,,,,63.0,1.0,White,State questionnaire,White,,,South,,,,,,,Male,Non black male,White men,White male,,White male,Suburbs,Suburbs,Tennessee,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,1.0,9.0,9.0,Omit,No one does,No,No,No,,Version 1,,,4.0,4.0,6.0,8.0,4.0,65+,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,37764.0,0.787759602069855
1108764.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,,,,Not complete,3.0,2.0,Call 1,7.0,,,8.0,3.0,,,,,,2.0,,,,,,3.0,No,,Not so good,Not so good/Poor,18-64,,,,,,,7.0,4.0,White,State questionnaire,White,,,South,,,,,,,Female,Non black female,White women,White female,,White female,Suburbs,Suburbs,Tennessee,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,3.0,9.0,9.0,Omit,No one does,No,No,No,,Version 1,,,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,37082.0,0.709457278251648
1109286.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,,,,Not complete,2.0,1.0,Call 1,2.0,,,8.0,3.0,,,,,,4.0,,,,,,2.0,No,,Poor,Not so good/Poor,18-64,,,,,,,63.0,2.0,White,State questionnaire,White,,,South,,,,,,,Female,Non black female,White women,White female,,White female,Suburbs,Suburbs,Tennessee,Election day exit poll,2.0,2.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,,Version 1,,,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,37764.0,0.355294585227966
1108875.0,30-59,45-59,50-64,50-59,Black 45-59,Black 45-59,,,,Not complete,1.0,1.0,Call 1,8.0,,,8.0,3.0,,,,,,1.0,,,,,,2.0,No,,Poor,Not so good/Poor,18-64,,,,,,,86.0,1.0,Black,State questionnaire,Black,,,South,,,,,,,Female,Black female,Black women,Non white female,,Non white,Suburbs,Suburbs,Tennessee,Election day exit poll,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,,Version 1,,,3.0,3.0,5.0,6.0,7.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,38058.0,0.499556869268417
1109684.0,30-59,45-59,50-64,50-59,Black 45-59,Black 45-59,,,,Not complete,1.0,1.0,Call 1,7.0,,,8.0,3.0,,,,,,2.0,,,,,,3.0,No,,Poor,Not so good/Poor,18-64,,,,,,,7.0,2.0,Black,State questionnaire,Black,,,South,,,,,,,Male,Black male,Black men,Non white male,,Non white,Suburbs,Suburbs,Tennessee,Election day exit poll,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,,Version 1,,,3.0,3.0,5.0,6.0,7.0,17-64,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,37082.0,1.63983845710754
1118038.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,,,,Not complete,1.0,1.0,Call 2,7.0,,,8.0,3.0,,,,,,2.0,,,,,,2.0,No,,Excellent,Excellent/Good,18-64,,,,,,,7.0,1.0,White,State questionnaire,White,,,South,,,,,,,Male,Non black male,White men,White male,,White male,Suburbs,Suburbs,Tennessee,Election day exit poll,2.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,,Version 1,,,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,37082.0,0.712506115436554
1118983.0,60+,60+,50-64,60-64,Non black 60+,White 60+,,,,Not complete,2.0,1.0,Call 2,4.0,,,8.0,3.0,,,,,,2.0,,,,,,1.0,No,,Not so good,Not so good/Poor,18-64,,,,,,,94.0,1.0,White,State questionnaire,White,,,South,,,,,,,Female,Non black female,White women,White female,,White female,Suburbs,Suburbs,Tennessee,Election day exit poll,2.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,,Version 1,,,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,37064.0,0.674211621284485
1120172.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,,,,Not complete,4.0,2.0,Call 1,6.0,,,8.0,3.0,,,,,,2.0,,,,,,1.0,No,,Not so good,Not so good/Poor,18-64,,,,,,,55.0,1.0,White,State questionnaire,White,,,South,,,,,,,Female,Non black female,White women,White female,,White female,Suburbs,Suburbs,Tennessee,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,,Version 1,,,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,37167.0,0.800163865089417
1123859.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,,,,Not complete,4.0,2.0,Call 3,7.0,,,8.0,3.0,,,,,,2.0,,,,,,3.0,No,,Not so good,Not so good/Poor,18-64,,,,,,,96.0,1.0,White,State questionnaire,White,,,South,,,,,,,Male,Non black male,White men,White male,,White male,Suburbs,Suburbs,Tennessee,Election day exit poll,2.0,2.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,,Version 1,,,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Very upscale,37069.0,0.75234317779541
1111208.0,60+,60+,50-64,60-64,Non black 60+,White 60+,,,,Not complete,2.0,1.0,Call 1,7.0,,,8.0,3.0,,,,,,2.0,,,,,,2.0,No,,Poor,Not so good/Poor,18-64,,,,,,,96.0,1.0,White,State questionnaire,White,,,South,,,,,,,Female,Non black female,White women,White female,,White female,Suburbs,Suburbs,Tennessee,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,,Version 1,,,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Very upscale,37069.0,0.997687339782715
1109550.0,30-59,45-59,50-64,50-59,Black 45-59,Black 45-59,,,,Not complete,2.0,1.0,Call 1,9.0,,,4.0,2.0,,,,,,1.0,,,,,,1.0,No,,Good,Excellent/Good,18-64,,,,,,,73.0,2.0,Black,State questionnaire,Black,,,South,,,,,,,Male,Black male,Black men,Non white male,,Non white,"Cities over 500,000","Cities over 50,000",Tennessee,Election day exit poll,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,,Version 1,,,3.0,3.0,5.0,6.0,7.0,17-64,Suburb,Urban,Urban Core,Very upscale,38117.0,0.612190246582031
1124985.0,30-59,45-59,50-64,50-59,Black 45-59,Black 45-59,,,,Not complete,1.0,1.0,Call 3,3.0,,,8.0,3.0,,,,,,4.0,,,,,,2.0,No,,Poor,Not so good/Poor,18-64,,,,,,,24.0,1.0,Black,State questionnaire,Black,,,South,,,,,,,Female,Black female,Black women,Non white female,,Non white,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Election day exit poll,2.0,2.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,,Version 1,,,3.0,3.0,5.0,6.0,7.0,17-64,Suburb,Urban,Urban Core,Very upscale,37416.0,1.1414350271225
1109546.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,,,,Not complete,1.0,1.0,Call 1,7.0,,,2.0,1.0,,,,,,2.0,,,,,,1.0,No,,Not so good,Not so good/Poor,18-64,,,,,,,7.0,1.0,White,State questionnaire,White,,,South,,,,,,,Male,Non black male,White men,White male,,White male,Suburbs,Suburbs,Tennessee,Election day exit poll,2.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,Barack Obama did,No one does,No,No,No,,Version 1,,,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,37082.0,0.852440178394318
1117960.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,,,,Not complete,4.0,2.0,Call 2,7.0,,,2.0,1.0,,,,,,2.0,,,,,,1.0,No,,Not so good,Not so good/Poor,18-64,,,,,,,7.0,1.0,White,State questionnaire,White,,,South,,,,,,,Female,Non black female,White women,White female,,White female,Suburbs,Suburbs,Tennessee,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,1.0,2.0,2.0,Barack Obama did,No one does,No,No,No,,Version 1,,,3.0,3.0,4.0,5.0,3.0,17-64,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,37082.0,0.848792552947998
1117888.0,60+,60+,65+,65-74,Non black 60+,Latino 60+,,,,Not complete,1.0,1.0,Call 2,7.0,,,2.0,1.0,,,,,,2.0,,,,,,1.0,Yes,,Poor,Not so good/Poor,65+,,,,,,,7.0,2.0,White,State questionnaire,Hispanic/Latino,,,South,,,,,,,Male,Non black male,Latino men,Non white male,,Non white,Suburbs,Suburbs,Tennessee,Election day exit poll,2.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,Barack Obama did,No one does,No,No,No,,Version 1,,,4.0,4.0,6.0,8.0,12.0,65+,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,37082.0,1.1352846622467
1108822.0,60+,60+,65+,75 or over,Non black 60+,White 60+,,,,Not complete,4.0,2.0,Call 1,7.0,,,2.0,1.0,,,,,,3.0,,,,,,1.0,No,,Poor,Not so good/Poor,65+,,,,,,,46.0,1.0,White,State questionnaire,White,,,South,,,,,,,Female,Non black female,White women,White female,,White female,Rural,Small Cities/Rural,Tennessee,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,,Version 1,,,4.0,4.0,6.0,9.0,4.0,65+,Low Density Rural,Rural,Rural,Very downscale,38310.0,1.69019544124603
1108741.0,60+,60+,65+,65-74,Non black 60+,White 60+,,,,Not complete,2.0,1.0,Call 1,8.0,,,2.0,1.0,,,,,,1.0,,,,,,1.0,No,,Not so good,Not so good/Poor,65+,,,,,,,86.0,1.0,White,State questionnaire,White,,,South,,,,,,,Male,Non black male,White men,White male,,White male,Suburbs,Suburbs,Tennessee,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,1.0,3.0,1.0,Barack Obama did,"Yes, I do",Yes,I am,Yes,,Version 1,,,4.0,4.0,6.0,8.0,4.0,65+,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,38058.0,0.480546295642853
1108640.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,,,,Not complete,4.0,2.0,Call 1,1.0,,,2.0,1.0,,,,,,4.0,,,,,,1.0,No,,Not so good,Not so good/Poor,18-64,,,,,,,81.0,2.0,White,State questionnaire,White,,,South,,,,,,,Male,Non black male,White men,White male,,White male,Suburbs,Suburbs,Tennessee,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,,Version 1,,,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,70s Suburbs,Urban Perimeter,Upscale,37617.0,1.18923389911652
1124744.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,,,,Not complete,3.0,2.0,Call 3,2.0,,,2.0,1.0,,,,,,4.0,,,,,,2.0,No,,Poor,Not so good/Poor,18-64,,,,,,,41.0,1.0,White,State questionnaire,White,,,South,,,,,,,Female,Non black female,White women,White female,,White female,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,,Version 1,,,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,Urban,Urban Core,Upscale,37918.0,0.516757667064667
1116502.0,60+,60+,50-64,60-64,Non black 60+,White 60+,,,,Not complete,4.0,2.0,Call 2,7.0,,,99.0,5.0,,,,,,1.0,,,,,,1.0,No,,Not so good,Not so good/Poor,18-64,,,,,,,79.0,3.0,White,State questionnaire,White,,,South,,,,,,,Female,Non black female,White women,White female,,White female,"Cities over 500,000","Cities over 50,000",Tennessee,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,9.0,3.0,1.0,Barack Obama did,No one does,No,No,No,,Version 1,,,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,Urban,Urban Core,Upscale,38016.0,1.55779242515564
1109997.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,,,,Not complete,3.0,2.0,Call 1,7.0,,,2.0,1.0,,,,,,2.0,,,,,,1.0,No,,Not so good,Not so good/Poor,18-64,,,,,,,7.0,1.0,White,State questionnaire,White,,,South,,,,,,,Female,Non black female,White women,White female,,White female,Suburbs,Suburbs,Tennessee,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,,Version 1,,,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,37082.0,0.848792552947998
1124297.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,,,,Not complete,4.0,2.0,Call 3,7.0,,,8.0,3.0,,,,,,2.0,,,,,,2.0,No,,Poor,Not so good/Poor,18-64,,,,,,,7.0,2.0,White,State questionnaire,White,,,South,,,,,,,Male,Non black male,White men,White male,,White male,Suburbs,Suburbs,Tennessee,Election day exit poll,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,,Version 1,,,2.0,2.0,3.0,3.0,2.0,17-64,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,37082.0,0.712506115436554
1123855.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,,,,Not complete,2.0,1.0,Call 3,7.0,,,8.0,3.0,,,,,,2.0,,,,,,1.0,No,,Poor,Not so good/Poor,18-64,,,,,,,7.0,1.0,White,State questionnaire,White,,,South,,,,,,,Male,Non black male,White men,White male,,White male,Suburbs,Suburbs,Tennessee,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,,Version 1,,,2.0,2.0,3.0,3.0,2.0,17-64,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,37082.0,0.712506115436554
1111400.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,,,,Not complete,4.0,2.0,Call 1,7.0,,,8.0,3.0,,,,,,2.0,,,,,,9.0,No,,Good,Excellent/Good,18-64,,,,,,,96.0,1.0,White,State questionnaire,White,,,South,,,,,,,Male,Non black male,White men,White male,,White male,Suburbs,Suburbs,Tennessee,Election day exit poll,2.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,,Version 1,,,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Very upscale,37069.0,0.75234317779541
1109508.0,60+,60+,65+,65-74,,,,,,Not complete,2.0,1.0,Call 1,3.0,,,2.0,1.0,,,,,,4.0,,,,,,3.0,No,,Poor,Not so good/Poor,65+,,,,,,,24.0,4.0,,State questionnaire,,,,South,,,,,,,Male,,,,,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,,Version 1,,,4.0,4.0,6.0,8.0,,65+,Suburb,Urban,Urban Core,Very upscale,37416.0,0.920740008354187
1118075.0,30-59,45-59,40-49,45-49,Black 45-59,Black 45-59,,,,Not complete,3.0,2.0,Call 2,3.0,,,2.0,1.0,,,,,,4.0,,,,,,3.0,No,,Not so good,Not so good/Poor,18-64,,,,,,,24.0,3.0,Black,State questionnaire,Black,,,South,,,,,,,Female,Black female,Black women,Non white female,,Non white,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Election day exit poll,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,,Version 1,,,3.0,3.0,4.0,5.0,7.0,17-64,Suburb,Urban,Urban Core,Very upscale,37416.0,1.58530855178833
1108823.0,30-59,30-44,30-39,30-39,,,,,,Not complete,2.0,1.0,Call 1,5.0,,,8.0,3.0,,,,,,2.0,,,,,,1.0,No,,Not so good,Not so good/Poor,18-64,,,,,,,11.0,1.0,,State questionnaire,,,,South,,,,,,,Female,,,,,,"Cities over 500,000","Cities over 50,000",Tennessee,Election day exit poll,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,,Version 1,,,2.0,2.0,3.0,3.0,,17-64,Suburb,Urban,Urban Core,Very upscale,37076.0,0.673944175243378
1119148.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,,,,Not complete,4.0,2.0,Call 2,1.0,,,2.0,1.0,,,,,,4.0,,,,,,1.0,No,,Not so good,Not so good/Poor,18-64,,,,,,,9.0,2.0,White,State questionnaire,White,,,South,,,,,,,Male,Non black male,White men,White male,,White male,Rural,Small Cities/Rural,Tennessee,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,,Version 1,,,3.0,3.0,4.0,5.0,3.0,17-64,Low Density Rural,Rural,Rural,Very downscale,37722.0,0.617524564266205
1108917.0,60+,60+,65+,75 or over,Non black 60+,White 60+,,,,Not complete,4.0,2.0,Call 1,7.0,,,2.0,1.0,,,,,,3.0,,,,,,2.0,No,,Not so good,Not so good/Poor,65+,,,,,,,46.0,4.0,White,State questionnaire,White,,,South,,,,,,,Female,Non black female,White women,White female,,White female,Rural,Small Cities/Rural,Tennessee,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,,Version 1,,,4.0,4.0,6.0,9.0,4.0,65+,Low Density Rural,Rural,Rural,Very downscale,38310.0,1.69019544124603
1118232.0,60+,60+,65+,75 or over,Non black 60+,White 60+,,,,Not complete,3.0,2.0,Call 2,7.0,,,2.0,1.0,,,,,,3.0,,,,,,2.0,No,,Good,Excellent/Good,65+,,,,,,,46.0,3.0,White,State questionnaire,White,,,South,,,,,,,Male,Non black male,White men,White male,,White male,Rural,Small Cities/Rural,Tennessee,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,,Version 1,,,4.0,4.0,6.0,9.0,4.0,65+,Low Density Rural,Rural,Rural,Very downscale,38310.0,1.69745898246765
1118170.0,60+,60+,65+,65-74,Non black 60+,White 60+,,,,Not complete,2.0,1.0,Call 2,7.0,,,2.0,1.0,,,,,,3.0,,,,,,9.0,No,,Not so good,Not so good/Poor,65+,,,,,,,46.0,1.0,White,State questionnaire,White,,,South,,,,,,,Female,Non black female,White women,White female,,White female,Rural,Small Cities/Rural,Tennessee,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,1.0,4.0,2.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,,Version 1,,,4.0,4.0,6.0,8.0,4.0,65+,Low Density Rural,Rural,Rural,Very downscale,38310.0,1.69019544124603
1108646.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,,,,Not complete,4.0,2.0,Call 1,7.0,,,2.0,1.0,,,,,,3.0,,,,,,1.0,No,,Poor,Not so good/Poor,18-64,,,,,,,46.0,3.0,White,State questionnaire,White,,,South,,,,,,,Female,Non black female,White women,White female,,White female,Rural,Small Cities/Rural,Tennessee,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,,Version 1,,,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,Rural,Rural,Very downscale,38310.0,1.26910078525543
1121421.0,60+,60+,65+,75 or over,Non black 60+,White 60+,,,,Not complete,4.0,2.0,Call 3,6.0,,,4.0,2.0,,,,,,3.0,,,,,,2.0,No,,Poor,Not so good/Poor,65+,,,,,,,14.0,3.0,White,State questionnaire,White,,,South,,,,,,,Male,Non black male,White men,White male,,White male,Rural,Small Cities/Rural,Tennessee,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,,Version 1,,,4.0,4.0,6.0,9.0,4.0,65+,Low Density Rural,Rural,Rural,Very downscale,37166.0,5.43130731582642
