ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,dpres,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,veteran,RELIGION,ATTEND,EMPLOY,VISITWEB,TIMEPRI,issue,qual,NEC,IRAQAPP,BREAKPRI,BUSHANGR,BEATBUSH,satkerry,AGE,AGE60,AGE65,ATTEND2,ATTREL,BREAK2,COLLEDUC,EMPWMN,iraq2,MILHH,MILVOTE,NEC2,OVER65,PARTY,PHIL3,REL5,RELWHITE,SATKERR2,SEXRACE,TIMEPRI2,UNIONHH,UNIONVOT,VISWEB2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
664955.0,South Carolina,40.0,Call 1,Backside complete,1.02852821350098,Al Sharpton,Male,Black,No,40-44,Independent,Moderate,College graduate,"$50,000-$74,999",Worse today,No one does,"Yes, I have",Protestant,A few times a month,Employed full-time,Frequently,In the last three days,Economy/Jobs,He stands up for what he believes,Poor,Strongly disapprove,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues,Very satisfied,30-44,30-44,40-49,Occasionally,Protestant/Do not attend weekly,Very/somewhat important,College degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,18-64,Independent,Moderate,Protestant/Other Christian,All others/Omits,Very/somewhat satisfied,Non-white male,Today/Last 3 days/Last week,No,No,Frequently/Occasionally,Black,Pee Dee,Rural,Small cities and Rural,6.0,29162.0
664957.0,South Carolina,40.0,Call 1,Backside complete,1.41748940944672,John Kerry,Female,Black,No,40-44,Democrat,Moderate,College graduate,"Under $15,000",About the same,No one does,No one has,Other Christian,More than once a week,Not working and not looking for work,Never,In the last three days,Health care/Medicare,He has a positive message,Not so good,Somewhat disapprove,Somewhat important,"Satisfied, but not enthusiastic",He agrees with you on the major issues, Somewhat satisfied,30-44,30-44,40-49,Weekly,Protestant/Attend Weekly,Very/somewhat important,College degree,Unemployed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Very/somewhat satisfied,Non-white female,Today/Last 3 days/Last week,No,No,Rarely/Never,Black,Pee Dee,Rural,Small cities and Rural,6.0,29162.0
664958.0,South Carolina,42.0,Call 1,Backside complete,0.946409046649933,John Kerry,Female,Black,No,65-74,Democrat,Moderate,High school graduate,"Under $15,000",About the same,No one does,No one has,Other Christian,More than once a week,Employed part-time,Never,In the last week,Health care/Medicare,He understands South Carolina,Good,Strongly disapprove,Very important,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Very satisfied,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,Very/somewhat important,No college degree,Employed women,Somewhat/Strongly disapprove,No,No,Excellent/Good,65 or over,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Very/somewhat satisfied,Non-white female,Today/Last 3 days/Last week,No,No,Rarely/Never,Black,Pee Dee,Suburbs,Suburbs,5.0,29550.0
664959.0,South Carolina,124.0,Call 1,Backside complete,0.794716060161591,Wesley Clark,Female,Black,No,40-44,Democrat,Very liberal,College graduate,"$30,000-$49,999",Worse today,No one does,No one has,Other Christian,More than once a week,Employed full-time,Never,In the last month,Economy/Jobs,He cares about people like me,Poor,Strongly disapprove,Very important,Angry,He agrees with you on the major issues, Somewhat satisfied,30-44,30-44,40-49,Weekly,Protestant/Attend Weekly,Very/somewhat important,College degree,Employed women,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Very/somewhat satisfied,Non-white female,Last month/Before that,No,No,Rarely/Never,Black,Midlands,Suburbs,Suburbs,6.0,29209.0
664961.0,South Carolina,42.0,Call 1,Backside complete,0.686712980270386,Al Sharpton,Male,Black,No,60-64,Democrat,Somewhat liberal,College graduate,"$30,000-$49,999",Better today,No one does,"Yes, someone else has",Protestant,More than once a week,Not working and not looking for work,Never,In the last month,Economy/Jobs,He stands up for what he believes,Poor,Strongly disapprove,Somewhat important,"Dissatisfied, but not angry",He agrees with you on the major issues, Somewhat satisfied,45-64,60 or over,50-64,Weekly,Protestant/Attend Weekly,Very/somewhat important,College degree,All others/Omits,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Very/somewhat satisfied,Non-white male,Last month/Before that,No,No,Rarely/Never,Black,Pee Dee,Suburbs,Suburbs,5.0,29550.0
664962.0,South Carolina,124.0,Call 1,Backside not complete,0.730335891246796,Wesley Clark,Male,White,No,30-39,,,,,,,,,,,Never,In the last three days,National security/Terrorism,He has the right experience,,,,"Dissatisfied, but not angry",,Very satisfied,30-44,30-44,30-39,,,,,,,,,,18-64,,,,,Very/somewhat satisfied,White male,Today/Last 3 days/Last week,,,Rarely/Never,White,Midlands,Suburbs,Suburbs,6.0,29209.0
664963.0,South Carolina,40.0,Call 1,Backside complete,1.28759777545929,John Edwards,Female,Black,No,50-59,Democrat,Somewhat conservative,Some college or associate degree,"$75,000-$99,999",Worse today,No one does,"Yes, someone else has",Other Christian,More than once a week,Employed full-time,Occasionally,In the last three days,Economy/Jobs,He understands South Carolina,Poor,Somewhat disapprove,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues, Somewhat satisfied,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,Very/somewhat important,No college degree,Employed women,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Conservative,Protestant/Other Christian,All others/Omits,Very/somewhat satisfied,Non-white female,Today/Last 3 days/Last week,No,No,Frequently/Occasionally,Black,Pee Dee,Rural,Small cities and Rural,6.0,29162.0
664964.0,South Carolina,124.0,Call 1,Backside complete,1.20918154716492,John Kerry,Male,Black,No,30-39,Independent,Moderate,College graduate,"$75,000-$99,999",Better today,No one does,"Yes, I have",Other Christian,More than once a week,Employed full-time,Rarely,Today,National security/Terrorism,He has the right experience,Not so good,Somewhat approve,Somewhat important,Omit,Omit, Somewhat satisfied,30-44,30-44,30-39,Weekly,Protestant/Attend Weekly,Very/somewhat important,College degree,All others/Omits,Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,18-64,Independent,Moderate,Protestant/Other Christian,All others/Omits,Very/somewhat satisfied,Non-white male,Today/Last 3 days/Last week,No,No,Rarely/Never,Black,Midlands,Suburbs,Suburbs,6.0,29209.0
664966.0,South Carolina,146.0,Call 1,Backside complete,0.621671974658966,John Edwards,Male,White,No,75 or over,Democrat,Moderate,High school graduate,"Under $15,000",Worse today,"Yes, someone else does",No one has,None,Never,Not working and not looking for work,Never,Today,Economy/Jobs,He understands South Carolina,Poor,Strongly disapprove,Very important,"Dissatisfied, but not angry",He agrees with you on the major issues,Very dissatisfied,65 or over,60 or over,65 or over,Never,All others/Omits,Very/somewhat important,No college degree,All others/Omits,Somewhat/Strongly disapprove,No,No,Not so good/Poor,65 or over,Democrat,Moderate,None,White None,Somewhat/very dissatisfied,White male,Today/Last 3 days/Last week,"Yes, I am or someone in household is",No,Rarely/Never,White,Pee Dee,"City: 10,000 to 49,999",Small cities and Rural,2.0,29150.0
664968.0,South Carolina,42.0,Call 1,Backside complete,0.72854083776474,Al Sharpton,Male,Black,No,45-49,Democrat,Moderate,High school graduate,"Under $15,000",Worse today,No one does,"Yes, I have",None,Once a week,Not working and not looking for work,Frequently,In the last week,Education,He cares about people like me,Not so good,Somewhat approve,Very important,"Satisfied, but not enthusiastic",He agrees with you on the major issues, Somewhat satisfied,45-64,45-59,40-49,Weekly,All others/Omits,Very/somewhat important,No college degree,All others/Omits,Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,18-64,Democrat,Moderate,None,All others/Omits,Very/somewhat satisfied,Non-white male,Today/Last 3 days/Last week,No,No,Frequently/Occasionally,Black,Pee Dee,Suburbs,Suburbs,5.0,29550.0
